"";"banalfreq";"X.titre_Revolution";"X.titre_Revolution..Pleasure.Beach..Blackpool.";"X.titre_Revolution..album.de.Sirsy.";"X.titre_Revolution..catch.";"X.titre_Revolution..chanson.";"X.titre_Revolution..essai.";"X.titre_Revolution..film..1985.";"X.titre_Revolution..film..2009.";"X.titre_Revolution..hebdomadaire.";"X.titre_Revolution..politique.et.sociale.";"X.titre_Revolution..revue.de.Jacques.Vergès.";"X.titre_Revolution..serie.televisee.";"X.titre_Revolution..Ève.Angeli.";"X.titre_Revolution.9";"X.titre_Revolution.909";"X.titre_Revolution.X";"X.titre_Revolution.agricole";"X.titre_Revolution.americaine";"X.titre_Revolution.copernicienne";"X.titre_Revolution.culturelle";"X.titre_Revolution.de.velours";"X.titre_Revolution.des.Roses";"X.titre_Revolution.des.Tulipes";"X.titre_Revolution.des.Œillets";"X.titre_Revolution.du.Cèdre";"X.titre_Revolution.française";"X.titre_Revolution.française.de.1848";"X.titre_Revolution.industrielle";"X.titre_Revolution.kirghize.de.2010";"X.titre_Revolution.neolithique";"X.titre_Revolution.numerique";"X.titre_Revolution.orange";"X.titre_Revolution.russe";"X.titre_Revolution.scientifique";"X.titre_Revolution.sexuelle";"X.titre_Revolution.sociale";"X.titre_Revolution.tranquille";"X.titre_Revolution.tunisienne.de.2010.2011";"X.titre_Revolution.verte";"X.titre_Revolutionnaire..homonymie.";"X.titre_Revolutions..album.";"X.titre_Revolutions..roman.";"X.titre_Revolutions.de.couleur"
"pré";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;0,7486;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;-0,1514;-0,2147;-0,0406;-0,008;-0,0212;0,821;-0,0073;0,2079;-0,062;0,3287;-0,0266;0,6306;-0,2624;-0,0855;0,6796;-0,0156;-0,2726;-0,0228;0,6884;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"aboutir";21;-0,0149;-0,0155;-0,0051;-0,0192;-0,5398;-0,0613;-0,0062;-0,0067;-0,0106;1,7031;-0,0136;-0,1366;-0,009;-0,0308;-0,0173;-0,0123;-0,0776;-0,485;0,2848;-0,4508;-0,0853;-0,0168;-0,0446;-0,1493;-0,0153;0,2301;-0,1301;-0,4522;-0,0559;0,3677;-0,1878;0,4703;0,5741;-0,0328;-0,1995;-0,048;-0,2091;0,7139;0,5353;-0,0131;-0,0249;-0,0124;-0,0561
"modernisation";14;-0,0099;-0,0103;-0,0034;-0,0128;-0,3598;-0,0409;-0,0042;-0,0045;-0,0071;1,0518;-0,0091;-0,091;-0,006;-0,0205;-0,0116;-0,0082;-0,0517;-0,3233;-0,212;1,5629;-0,0569;-0,0112;-0,0297;-0,0995;-0,0102;-0,5877;-0,0867;1,8874;-0,0373;-0,1622;-0,3673;-0,1197;-0,1807;-0,0219;-0,3816;-0,032;0,5613;-0,4591;-0,0998;-0,0088;-0,0166;-0,0083;-0,0374
"éventuel";13;-0,0092;-0,0096;-0,0031;-0,0119;1,4541;-0,0379;-0,0039;-0,0041;-0,0066;-0,455;-0,0084;-0,0845;-0,0056;-0,0191;-0,0107;-0,0076;0,9803;-0,3002;-0,1968;-0,2791;-0,0528;-0,0104;-0,0276;1,7387;-0,0095;0,4687;-0,0805;-0,9421;-0,0346;-0,1506;-0,3411;0,6463;-0,5058;-0,0203;-0,3544;-0,0297;-0,1295;1,9309;-0,0927;-0,0081;-0,0154;-0,0077;-0,0347
"trop";52;-0,0368;-0,0383;-0,0126;-0,0475;1,1151;1,3215;-0,0154;-0,0166;-0,0263;-0,205;-0,0337;-0,3382;-0,0223;-0,0763;-0,0429;-0,0306;0,4469;-0,6166;0,5795;-0,2687;-0,2113;-0,0416;-0,1104;0,2417;-0,0379;0,4615;0,2809;0,2537;-0,1384;-0,2211;-0,1964;-0,4446;0,5448;-0,0813;0,4085;-0,1188;-0,5179;-0,5834;-0,3707;-0,0325;-0,0617;-0,0307;0,5629
"progressiste";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;0,7486;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;0,3846;-0,1514;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;-0,4198;-0,062;-0,7247;-0,0266;-0,1158;-0,2624;-0,0855;0,6796;1,4513;0,9196;-0,0228;-0,0996;0,7921;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"baisser";23;-0,0163;-0,0169;-0,0056;-0,021;0,8445;-0,0671;-0,0068;-0,0073;-0,0116;-0,3381;-0,0149;-0,1496;-0,0099;-0,0337;-0,019;-0,0135;0,7505;-0,5312;-0,3482;-0,1582;0,713;-0,0184;-0,0488;-0,1635;-0,0168;-0,4426;-0,1425;0,3185;-0,0612;0,9142;-0,6034;-0,1967;-0,8949;-0,036;0,3849;-0,0525;-0,2291;1,6451;1,2718;-0,0144;-0,0273;-0,0136;-0,0614
"encourager";19;-0,0134;-0,014;-0,0046;-0,0174;-0,4884;-0,0555;-0,0056;-0,0061;-0,0096;-0,665;-0,0123;-0,1236;-0,0082;-0,0279;-0,0157;-0,0112;-0,0702;0,1966;0,8639;-0,4078;0,7881;-0,0152;-0,0403;-0,1351;-0,0139;0,5974;-0,1177;-0,373;-0,0506;0,4006;-0,1594;-0,1625;1,7132;-0,0297;-0,5179;-0,0434;0,452;-0,623;0,572;-0,0119;-0,0225;-0,0112;0,9578
"conscient";11;-0,0078;-0,0081;-0,0027;-0,01;-0,2827;1,1471;-0,0033;-0,0035;-0,0056;0,2307;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;-0,254;0,4969;-0,2361;-0,0447;-0,0088;-0,0233;1,8811;-0,008;-0,4618;-0,0681;-0,7971;-0,0293;-0,1274;1,6329;-0,0941;0,6163;-0,0172;-0,2998;-0,0251;-0,1096;0,2486;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"jeter";16;-0,0113;-0,0118;-0,0039;-0,0146;1,2176;-0,0467;-0,0048;-0,0051;-0,0081;0,4501;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;0,8955;0,2419;0,989;-0,3434;-0,065;-0,0128;-0,034;-0,1137;-0,0117;0,3553;-0,0991;-1,1595;-0,0426;-0,1853;0,2079;-0,1368;1,3715;-0,025;-0,4361;-0,0365;-0,1593;-0,5246;-0,1141;-0,01;-0,019;-0,0094;-0,0427
"chaque";37;-0,0262;-0,0272;-0,009;-0,0338;0,4457;-0,108;-0,011;-0,0118;-0,0187;0,4934;-0,024;-0,2406;1,445;-0,0543;-0,0305;-0,0218;-0,1366;0,2383;-0,1961;-0,3356;1,3318;-0,0296;-0,0785;-0,2631;-0,027;0,3488;-0,2292;0,7011;-0,0985;0,2026;-0,4517;1,4537;-0,426;0,9039;-0,2168;-0,0845;-0,3685;-0,622;-0,2638;-0,0231;-0,0439;-0,0218;-0,0988
"multiplier";32;-0,0226;-0,0235;-0,0077;-0,0292;0,5553;-0,0934;-0,0095;-0,0102;-0,0162;1,0106;-0,0207;-0,2081;-0,0137;-0,0469;-0,0264;-0,0188;-0,1182;0,6401;-0,4845;-0,6869;0,5871;-0,0256;-0,0679;0,3896;-0,0233;-0,3723;-0,1983;0,4342;-0,0852;-0,3706;0,5396;-0,2736;0,5339;-0,0501;0,2309;-0,0731;-0,3187;-0,504;0,3887;-0,02;-0,038;-0,0189;-0,0854
"62";14;-0,0099;-0,0103;-0,0034;-0,0128;-0,3598;-0,0409;-0,0042;-0,0045;-0,0071;0,5285;-0,0091;-0,091;-0,006;-0,0205;-0,0116;-0,0082;-0,0517;0,2798;-0,212;0,3015;-0,0569;-0,0112;-0,0297;-0,0995;-0,0102;0,8785;-0,0867;-0,1988;-0,0373;-0,1622;0,2435;-0,1197;-0,1807;-0,0219;-0,3816;-0,032;-0,1394;0,5671;0,6876;-0,0088;-0,0166;-0,0083;-0,0374
"distinguer";28;-0,0198;-0,0206;-0,0068;-0,0256;0,6659;-0,0817;-0,0083;-0,0089;-0,0142;0,7758;-0,0181;0,4654;-0,012;-0,0411;-0,0231;-0,0165;0,6739;-0,2436;0,6039;-0,601;-0,1138;-0,0224;-0,0594;-0,1991;-0,0204;-0,287;-0,1735;1,2605;-0,0745;-0,3243;0,3058;-0,2394;-0,2478;1,018;-0,314;-0,0639;-0,2789;-0,9181;-0,1996;-0,0175;-0,0332;-0,0165;-0,0747
"féodal";15;-0,0106;-0,011;-0,0036;-0,0137;-0,3855;-0,0438;-0,0045;-0,0048;-0,0076;-0,1711;-0,0097;-0,0975;-0,0064;-0,022;-0,0124;-0,0088;-0,0554;0,7432;-0,2271;-0,322;-0,061;-0,012;-0,0318;-0,1066;-0,0109;0,8108;-0,0929;1,7251;-0,0399;-0,1737;-0,3935;-0,1283;0,8799;-0,0235;-0,4089;-0,0343;-0,1494;-0,4919;-0,1069;-0,0094;-0,0178;-0,0088;-0,04
"statut";14;-0,0099;-0,0103;-0,0034;-0,0128;-0,3598;-0,0409;-0,0042;-0,0045;-0,0071;-0,1525;-0,0091;1,7484;-0,006;-0,0205;-0,0116;-0,0082;-0,0517;0,2798;0,4132;0,3015;-0,0569;-0,0112;-0,0297;-0,0995;-0,0102;0,4266;-0,0867;-1,0145;-0,0373;-0,1622;0,2435;-0,1197;-0,1807;-0,0219;0,2331;-0,032;0,5613;0,5671;-0,0998;-0,0088;-0,0166;-0,0083;-0,0374
"impulsion";11;-0,0078;-0,0081;-0,0027;-0,01;1,6558;-0,0321;-0,0033;-0,0035;-0,0056;0,2307;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;0,3537;-0,1665;-0,2361;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;0,57;0,838;-0,7971;-0,0293;-0,1274;-0,2886;-0,0941;0,2029;-0,0172;0,8496;-0,0251;-0,1096;-0,3607;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"récupérer";13;-0,0092;-0,0096;-0,0031;-0,0119;1,4541;-0,0379;-0,0039;-0,0041;-0,0066;0,5743;-0,0084;-0,0845;-0,0056;-0,0191;-0,0107;-0,0076;-0,048;0,3018;-0,1968;-0,2791;-0,0528;-0,0104;-0,0276;-0,0924;-0,0095;-0,5458;-0,0805;0,2104;-0,0346;-0,1506;-0,3411;-0,1112;0,5117;-0,0203;-0,3544;-0,0297;-0,1295;1,1978;-0,0927;-0,0081;-0,0154;-0,0077;-0,0347
"dissoudre";17;-0,012;-0,0125;-0,0041;-0,0155;-0,437;-0,0496;-0,005;-0,0054;-0,0086;0,8541;-0,011;-0,1106;-0,0073;-0,0249;-0,014;-0,01;-0,0628;0,2254;-0,2574;-0,3649;-0,0691;-0,0136;-0,0361;-0,1209;-0,0124;-0,2783;-0,1053;-1,2319;-0,0452;-0,1969;-0,446;1,3709;1,9248;-0,0266;-0,1409;-0,0388;1,2534;0,4515;-0,1212;-0,0106;-0,0202;-0,01;-0,0454
"chercheur";12;-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;-0,42;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;0,3263;-0,1817;1,7504;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;-0,5038;-0,0743;0,2436;-0,0319;1,4161;0,2876;0,6769;-0,4669;-0,0188;-0,3271;-0,0274;-0,1195;-0,3935;0,7477;-0,0075;-0,0142;1,7917;-0,032
"démontrer";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;1,4338;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;1,3567;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;0,2079;-0,062;-0,7247;-0,0266;-0,1158;1,7521;-0,0855;0,2279;-0,0156;-0,2726;-0,0228;-0,0996;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"négatif";15;-0,0106;-0,011;-0,0036;-0,0137;-0,3855;-0,0438;-0,0045;-0,0048;-0,0076;0,9796;-0,0097;-0,0975;-0,0064;-0,022;-0,0124;-0,0088;-0,0554;-0,3464;-0,2271;0,281;-0,061;-0,012;-0,0318;-0,1066;-0,0109;-0,6297;-0,0929;-0,2305;-0,0399;-0,1737;0,6606;-0,1283;-0,2024;-0,0235;-0,4089;-0,0343;-0,1494;1,7007;1,6167;-0,0094;-0,0178;-0,0088;-0,04
"disposer";34;-0,0241;-0,025;-0,0082;1,161;-0,8739;-0,0992;-0,0101;-0,0108;-0,0172;0,5725;-0,022;1,0426;-0,0146;0,9647;-0,0281;-0,02;0,6002;0,2745;-0,5148;-0,7299;-0,1382;-0,0272;-0,0722;-0,2417;-0,0248;1,0563;0,4153;1,5536;-0,0905;-0,3938;-0,8921;-0,2907;-0,3632;-0,0532;-0,4213;-0,0776;0,2664;-0,2626;-0,2424;-0,0213;-0,0403;-0,02;-0,0908
"actuel";34;-0,0241;1,252;-0,0082;-0,0311;0,5081;-0,0992;-0,0101;-0,0108;-0,0172;0,5725;-0,022;-0,2211;-0,0146;-0,0499;-0,0281;-0,02;0,6002;-0,3293;-0,5148;-0,2948;-0,1382;-0,0272;-0,0722;1,7546;-0,0248;-1,4274;0,4153;0,3701;-0,0905;0,6477;0,4931;-0,2907;-0,3632;0,9383;0,8245;-0,0776;-0,3386;-1,1149;0,3689;-0,0213;-0,0403;-0,02;-0,0908
"enseigner";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;-0,35;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;0,3846;0,5312;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;-0,4198;-0,062;1,2676;-0,0266;0,6306;0,9466;-0,0855;-0,3891;-0,0156;-0,2726;-0,0228;-0,0996;0,2757;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"oublier";14;-0,0099;-0,0103;-0,0034;-0,0128;-0,3598;1,0467;-0,0042;-0,0045;-0,0071;0,5285;-0,0091;-0,091;1,8622;-0,0205;-0,0116;-0,0082;-0,0517;-0,3233;0,4132;0,8407;-0,0569;-0,0112;-0,0297;-0,0995;-0,0102;-0,2038;0,7422;-0,1988;-0,0373;-0,1622;-0,3673;-0,1197;0,468;-0,0219;-0,3816;-0,032;-0,1394;-0,1373;-0,0998;-0,0088;-0,0166;-0,0083;-0,0374
"île";11;-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;-0,385;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;0,3537;-0,1665;0,3774;1,0096;-0,0088;-0,0233;-0,0782;-0,008;-0,1362;0,838;0,2825;-0,0293;1,4878;-0,2886;-0,0941;-0,428;-0,0172;-0,2998;-0,0251;-0,1096;0,2486;0,782;-0,0069;-0,013;-0,0065;-0,0294
"antérieur";11;-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;0,2307;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;-0,254;0,4969;-0,2361;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;-0,4618;-0,0681;1,126;-0,0293;0,5947;-0,2886;-0,0941;0,6163;-0,0172;-0,2998;-0,0251;-0,1096;0,7254;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"poche";12;-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;-0,42;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;0,3263;0,4662;-0,2576;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;1,7104;-0,0743;-0,8696;-0,0319;-0,139;0,2876;-0,1026;1,8176;1,3737;-0,3271;-0,0274;-0,1195;-0,3935;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"quasi";13;-0,0092;-0,0096;-0,0031;-0,0119;-0,3341;1,0775;-0,0039;-0,0041;-0,0066;0,5743;-0,0084;-0,0845;-0,0056;-0,0191;-0,0107;-0,0076;-0,048;-0,3002;-0,1968;-0,2791;-0,0528;-0,0104;-0,0276;-0,0924;1,6656;-0,1804;0,7714;-0,9421;-0,0346;-0,1506;-0,3411;-0,1112;1,0269;-0,0203;-0,3544;-0,0297;-0,1295;1,9309;-0,0927;-0,0081;-0,0154;-0,0077;-0,0347
"prochain";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;1,1871;-0,003;-0,0032;-0,0051;-0,35;-0,0065;0,8568;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;0,5312;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;0,6315;0,8763;-0,7247;-0,0266;-0,1158;0,9466;-0,0855;0,2279;-0,0156;-0,2726;-0,0228;0,6884;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"larousse";11;-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;1,3206;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;-0,254;-0,1665;0,3774;-0,0447;-0,0088;-0,0233;1,8811;-0,008;1,8541;-0,0681;-0,7971;-0,0293;-0,1274;-0,2886;-0,0941;0,2029;-0,0172;-0,2998;-0,0251;-0,1096;-0,3607;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"influencer";15;-0,0106;-0,011;-0,0036;-0,0137;-0,3855;-0,0438;-0,0045;-0,0048;-0,0076;-0,525;-0,0097;-0,0975;-0,0064;-0,022;-0,0124;-0,0088;-0,0554;0,7432;0,3902;-0,322;-0,061;-0,012;-0,0318;0,6621;-0,0109;-0,6297;-0,0929;1,7251;-0,0399;-0,1737;-0,3935;-0,1283;-0,5836;-0,0235;1,2284;-0,0343;0,536;-0,1541;-0,1069;-0,0094;-0,0178;-0,0088;-0,04
"weight";18;-0,0127;1,5224;-0,0044;-0,0164;-0,4627;-0,0525;-0,0053;-0,0057;-0,0091;-0,63;-0,0117;-0,1171;-0,0077;-0,0264;-0,0149;-0,0106;-0,0665;0,2104;0,3316;0,2297;-0,0731;-0,0144;1,0746;0,5931;-0,0131;-0,3044;0,645;-0,3353;0,9812;0,4188;-0,4723;0,5252;-0,7004;-0,0282;-0,155;-0,0411;0,4708;-0,2079;-0,1283;-0,0113;1,3191;1,6174;-0,048
"passer";138;-0,0976;-0,1016;-0,0334;-0,1261;0,9979;0,2186;-0,041;-0,044;-0,0699;-0,6008;-0,0894;-0,4086;-0,0592;-0,2024;-0,1139;0,7685;-0,1715;0,373;0,4743;-0,4671;0,4336;-0,1105;0,3092;-0,4656;-0,1007;-1,5991;-0,8551;1,1401;0,2435;1,1355;-0,2368;-0,6067;0,8753;-0,2159;-0,5864;-0,3152;0,6883;0,5186;-0,4674;-0,0864;-0,1637;-0,0814;-0,3684
"instruction";14;-0,0099;-0,0103;-0,0034;-0,0128;-0,3598;-0,0409;-0,0042;-0,0045;-0,0071;-0,49;-0,0091;-0,091;-0,006;-0,0205;-0,0116;-0,0082;-0,0517;0,2798;-0,212;0,3015;-0,0569;-0,0112;1,1796;-0,0995;-0,0102;0,4266;-0,0867;-1,0145;-0,0373;-0,1622;-0,3673;0,6182;1,5717;-0,0219;0,2331;-0,032;0,5613;0,5671;-0,0998;-0,0088;-0,0166;-0,0083;-0,0374
"77";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;-0,35;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;-0,1514;0,409;1,049;-0,008;-0,0212;-0,0711;-0,0073;1,2418;-0,062;0,3287;-0,0266;-0,1158;-0,2624;-0,0855;-0,3891;-0,0156;-0,2726;-0,0228;0,6884;0,7921;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"75";11;-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;0,6831;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;-0,254;-0,1665;0,3774;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;0,57;-0,0681;0,2825;1,1859;-0,1274;0,3138;-0,0941;0,6163;-0,0172;-0,2998;-0,0251;-0,1096;-0,3607;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"acquérir";27;-0,0191;-0,0199;-0,0065;-0,0247;0,6975;-0,0788;-0,008;-0,0086;-0,0137;0,4576;-0,0175;-0,1756;-0,0116;-0,0396;-0,0223;-0,0159;-0,0997;0,7903;-0,4088;-0,5796;-0,1097;-0,0216;-0,0573;-0,192;-0,0197;-0,5606;-0,1673;-0,2236;-0,0719;0,2896;-0,28;-0,2309;1,1174;1,0331;0,3053;-0,0617;-0,2689;0,5046;-0,1925;-0,0169;-0,032;-0,0159;-0,0721
"effectif";10;-0,0071;-0,0074;-0,0024;1,6816;-0,257;-0,0292;-0,003;-0,0032;-0,0051;-0,35;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;0,3846;-0,1514;-0,2147;-0,0406;-0,008;1,3215;1,9635;-0,0073;-0,4198;-0,062;-0,7247;-0,0266;-0,1158;-0,2624;0,7479;1,321;-0,0156;0,3315;-0,0228;-0,0996;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"accueillir";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;-0,35;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;1,8977;-0,1514;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;1,2418;-0,062;-0,7247;-0,0266;-0,1158;-0,2624;-0,0855;0,2279;-0,0156;-0,2726;-0,0228;0,6884;0,7921;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"attention";13;-0,0092;-0,0096;-0,0031;-0,0119;-0,3341;-0,0379;-0,0039;-0,0041;-0,0066;1,1317;-0,0084;0,7523;-0,0056;-0,0191;-0,0107;-0,0076;0,9803;0,3018;-0,1968;0,3242;-0,0528;-0,0104;1,2107;1,7387;-0,0095;-0,5458;-0,0805;-0,9421;-0,0346;-0,1506;0,7572;-0,1112;-0,5058;-0,0203;-0,3544;-0,0297;-0,1295;0,2039;-0,0927;-0,0081;-0,0154;-0,0077;-0,0347
"political";14;-0,0099;-0,0103;-0,0034;-0,0128;-0,3598;1,0467;-0,0042;-0,0045;-0,0071;-0,1525;-0,0091;-0,091;-0,006;-0,0205;-0,0116;-0,0082;-0,0517;0,791;-0,212;1,5629;-0,0569;-0,0112;-0,0297;-0,0995;-0,0102;-0,5877;-0,0867;0,8057;-0,0373;-0,1622;-0,3673;-0,1197;-0,1807;-0,0219;-0,3816;-0,032;-0,1394;-0,4591;1,6742;-0,0088;-0,0166;-0,0083;-0,0374
"dur";11;-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;-0,385;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;-0,254;-0,1665;-0,2361;1,0096;-0,0088;-0,0233;-0,0782;1,7374;1,8541;-0,0681;-0,7971;-0,0293;-0,1274;-0,2886;-0,0941;0,2029;-0,0172;-0,2998;1,2503;-0,1096;1,3897;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"portée";11;-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;-0,385;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;0,966;-0,1665;0,3774;1,0096;-0,0088;-0,0233;0,7831;-0,008;-0,1362;-0,0681;-0,7971;-0,0293;0,5947;0,8761;-0,0941;-0,428;1,4107;-0,2998;-0,0251;-0,1096;0,2486;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"nantes";14;-0,0099;-0,0103;-0,0034;-0,0128;-0,3598;-0,0409;-0,0042;-0,0045;-0,0071;-0,49;-0,0091;-0,091;-0,006;-0,0205;-0,0116;-0,0082;-0,0517;-0,3233;1,9579;-0,3005;-0,0569;-0,0112;-0,0297;-0,0995;-0,0102;0,8785;-0,0867;0,8057;-0,0373;-0,1622;0,7065;-0,1197;-0,5447;-0,0219;-0,3816;-0,032;-0,1394;0,5671;-0,0998;-0,0088;-0,0166;-0,0083;-0,0374
"parmi";65;-0,046;-0,0478;-0,0157;-0,0594;-1,6708;1,1504;-0,0193;-0,0207;-0,0329;-0,2146;-0,0421;0,2061;-0,0279;-0,0953;-0,0537;-0,0382;-0,2401;0,9219;0,7371;0,6904;0,3413;-0,052;-0,138;1,0495;-0,0474;-0,3569;0,2187;-0,9567;-0,173;1,5479;-0,5877;-0,5558;-0,4738;-0,1017;0,6935;-0,1485;-0,6474;0,2878;1,0469;-0,0407;-0,0771;-0,0383;0,4823
"difficile";30;-0,0212;-0,0221;-0,0073;-0,0274;-0,7711;-0,0876;-0,0089;-0,0096;-0,0152;-1,05;-0,0194;-0,1951;-0,0129;1,0162;-0,0248;-0,0176;-0,1108;0,6956;-0,1394;0,3686;-0,1219;-0,024;-0,0637;0,4111;-0,0219;-1,2595;1,1727;1,106;-0,0798;-0,3475;-0,3295;0,3506;0,3181;-0,0469;0,2579;-0,0685;-0,2988;0,427;1,0685;-0,0188;-0,0356;-0,0177;-0,0801
"uniquement";16;-0,0113;-0,0118;-0,0039;-0,0146;-0,4112;-0,0467;-0,0048;-0,0051;-0,0081;-0,56;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;-0,3695;-0,2422;-0,3434;-0,065;-0,0128;-0,034;-0,1137;-0,0117;1,2733;0,6902;0,6515;-0,0426;-0,1853;0,2079;0,5683;-0,2247;-0,025;1,8602;-0,0365;-0,1593;-0,5246;-0,1141;-0,01;-0,019;-0,0094;-0,0427
"assaut";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;-0,35;-0,0065;0,8568;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;-0,1514;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;0,6315;-0,062;-0,7247;1,2259;-0,1158;-0,2624;-0,0855;1,321;-0,0156;-0,2726;-0,0228;-0,0996;1,5043;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"régler";11;-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;-0,385;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;1,7762;-0,1665;-0,2361;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;0,57;-0,0681;0,2825;-0,0293;-0,1274;-0,2886;-0,0941;0,6163;-0,0172;0,3022;-0,0251;-0,1096;0,2486;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"ordonner";14;-0,0099;-0,0103;-0,0034;-0,0128;-0,3598;-0,0409;-0,0042;-0,0045;-0,0071;-0,49;-0,0091;-0,091;-0,006;-0,0205;-0,0116;-0,0082;-0,0517;-0,3233;1,0899;-0,3005;-0,0569;-0,0112;1,1796;1,6764;-0,0102;0,8785;0,7422;-0,1988;-0,0373;-0,1622;-0,3673;-0,1197;0,468;-0,0219;-0,3816;-0,032;-0,1394;-0,1373;-0,0998;-0,0088;-0,0166;-0,0083;-0,0374
